movieId,tagId,relevance
22,195,0.72525
22,824,0.7195
22,646,0.70175
22,689,0.69
22,821,0.68375
22,553,0.682
22,742,0.68075
22,268,0.67775
22,468,0.676
23,510,0.998
23,81,0.99075
23,83,0.976
23,19,0.9605
23,447,0.95425
23,82,0.9345
23,512,0.89075
23,20,0.87675
23,195,0.8385
23,382,0.779
23,369,0.75725
23,1070,0.74575
23,481,0.7445
23,997,0.71825
23,609,0.68825
23,183,0.68575
24,1035,0.96675
24,348,0.89075
24,527,0.8775
24,791,0.86375
24,1011,0.8475
24,625,0.82575
24,238,0.808
24,900,0.77425
24,601,0.7725
24,138,0.76975
24,1012,0.75325
24,179,0.749
24,602,0.73025
24,742,0.72325
24,299,0.7135
24,396,0.7115
24,338,0.707
24,610,0.69675
24,48,0.682
25,328,0.985
25,610,0.9845
25,640,0.973
25,613,0.93425
25,42,0.91325
25,296,0.89975
25,465,0.895
25,595,0.88925
25,846,0.883
25,614,0.871
25,297,0.8685
25,747,0.867
25,25,0.85175
25,292,0.82525
25,742,0.8205
25,641,0.82
25,319,0.81125
25,323,0.806
25,452,0.8015
25,285,0.79175
25,819,0.774
25,844,0.77375
25,496,0.76125
25,910,0.7525
25,746,0.7475
25,557,0.7205
25,143,0.70775
25,554,0.6815
26,912,0.9985
26,109,0.934
26,128,0.836
26,21,0.82375
26,465,0.799
26,1037,0.751
26,445,0.7505
26,606,0.7415
26,742,0.71625
26,468,0.70125
26,747,0.69
27,235,0.97925
27,439,0.97675
27,412,0.975
27,1062,0.967
27,26,0.963
27,203,0.95275
27,1116,0.928
27,236,0.885
27,94,0.8535
27,717,0.8425
27,625,0.8395
27,452,0.77475
27,1014,0.7165
28,22,0.98
28,574,0.95
28,774,0.94275
28,21,0.9275
28,606,0.91075
28,10,0.892
28,350,0.89025
28,259,0.854
28,864,0.8355
28,3,0.75825
28,614,0.7525
28,107,0.743
28,121,0.73025
28,364,0.7125
28,164,0.71025
28,613,0.7015
28,201,0.67075
29,287,0.998
29,1092,0.995
29,1090,0.99425
29,995,0.991
29,535,0.98275
29,1104,0.98175
29,326,0.97175
29,325,0.9645
29,996,0.9595
29,1091,0.95775
29,285,0.95425
29,420,0.94725
29,336,0.92475
29,221,0.91175
29,1093,0.91
29,710,0.9085
29,982,0.907
29,378,0.90625
29,972,0.89625
29,977,0.88975
29,974,0.8855
29,742,0.8845
29,634,0.8785
29,192,0.87625
29,212,0.86875
29,371,0.8655
29,122,0.857
29,143,0.84575
29,240,0.842
29,86,0.8285
29,79,0.8245
29,204,0.802
29,139,0.80175
29,536,0.80025
29,377,0.79825
29,76,0.79725
29,46,0.79525
29,229,0.7945
29,351,0.777
29,487,0.774
29,372,0.76675
29,368,0.765
29,203,0.76325
29,640,0.74425
29,452,0.7385
29,120,0.735
29,18,0.73475
29,468,0.73275
29,1108,0.72125
29,1051,0.718
29,266,0.7165
29,652,0.7145
29,280,0.70775
29,886,0.70725
29,162,0.701
29,971,0.692
29,402,0.69
29,242,0.68125
29,311,0.6805
29,587,0.6775
29,620,0.6755
30,212,0.9475
30,122,0.90375
30,1090,0.839
30,424,0.82625
30,423,0.7945
30,402,0.787
30,640,0.7865
30,977,0.785
30,1091,0.783
30,5,0.77875
30,351,0.76925
30,610,0.75025
30,883,0.74625
30,972,0.746
30,742,0.7365
30,229,0.7355
30,128,0.68825
30,319,0.6835
31,1010,0.9545
31,503,0.9095
31,548,0.87725
31,115,0.85775
31,646,0.8
31,452,0.7845
31,424,0.7805
31,445,0.76425
31,885,0.75
31,323,0.7425
31,549,0.723
31,203,0.7225
31,507,0.68925
31,936,0.67275
32,419,0.99825
32,1027,0.99625
32,1028,0.98525
32,889,0.984
32,886,0.973
32,420,0.96975
32,240,0.966
32,336,0.96525
32,742,0.95375
32,243,0.9525
32,242,0.95225
32,468,0.952
32,547,0.95125
32,652,0.95075
32,337,0.94975
32,890,0.94975
32,536,0.94475
32,349,0.944
32,803,0.9325
32,438,0.932
32,802,0.92175
32,887,0.914
32,1051,0.91125
32,535,0.908
32,192,0.89425
32,18,0.8815
32,1104,0.8765
32,52,0.8725
32,285,0.8725
32,822,0.86125
32,714,0.85975
32,1050,0.856
32,789,0.855
32,554,0.85375
32,972,0.851
32,250,0.84875
32,465,0.8465
32,824,0.8465
32,1090,0.825
32,971,0.82425
32,634,0.81975
32,1049,0.81725
32,1092,0.817
32,823,0.8085
32,1045,0.80375
32,1091,0.80375
32,220,0.80325
32,311,0.7995
32,351,0.79925
32,743,0.793
32,299,0.78825
32,1024,0.784
32,364,0.77575
32,1012,0.76975
32,86,0.767
32,70,0.75575
32,642,0.745
32,779,0.74125
32,550,0.73525
32,806,0.725
32,365,0.724
32,469,0.7235
32,788,0.7135
32,430,0.71325
32,212,0.71075
32,368,0.71025
32,767,0.70875
32,366,0.70225
32,780,0.69825
32,999,0.689
32,551,0.68125
32,645,0.6795
32,323,0.67825
32,464,0.6735
32,473,0.67025
33,12,0.95675
33,742,0.83
33,1064,0.8255
33,777,0.75925
33,646,0.7485
33,29,0.717
33,11,0.69675
33,299,0.68625
34,1007,0.98475
34,62,0.97975
34,61,0.97375
34,783,0.9715
34,204,0.95375
34,497,0.92675
34,278,0.8975
34,1003,0.894
34,279,0.87175
34,742,0.8615
34,244,0.8225
34,374,0.81425
34,588,0.78475
34,371,0.7775
34,113,0.77025
34,589,0.74975
34,388,0.7005
35,846,0.94225
35,613,0.9355
35,557,0.90525
35,614,0.8835
35,640,0.8815
35,107,0.8505
35,771,0.843
35,350,0.79075
35,78,0.769
35,615,0.744
35,907,0.7395
35,610,0.72675
35,1073,0.718
35,194,0.71
35,341,0.69775
35,639,0.68825
36,293,0.995
36,292,0.9755
36,268,0.963
36,747,0.95025
36,682,0.929
36,323,0.92025
36,107,0.9165
36,844,0.91125
36,936,0.91
36,238,0.901
36,465,0.88625
36,324,0.86275
36,601,0.83975
36,585,0.837
36,113,0.81375
36,668,0.8015
36,742,0.76075
36,478,0.75875
36,348,0.752
36,496,0.74875
36,813,0.744
36,1024,0.74275
36,838,0.74075
36,797,0.73925
36,169,0.73775
36,1047,0.736
36,597,0.7345
36,554,0.71325
36,598,0.70925
36,366,0.69825
36,553,0.69775
36,627,0.69775
36,750,0.682
36,1037,0.674
36,756,0.67375
37,972,0.94575
37,705,0.914
37,1012,0.8825
37,1090,0.8825
37,11,0.876
37,646,0.84725
37,490,0.82625
37,777,0.775
37,299,0.76925
37,585,0.76275
37,29,0.75825
37,452,0.75575
37,950,0.73275
37,1093,0.7005
37,396,0.6965
37,742,0.6965
37,600,0.6905
37,362,0.68875
38,279,0.95425
38,278,0.948
38,1004,0.92225
38,439,0.912
38,204,0.83625
38,588,0.81125
38,414,0.80925
38,1003,0.8055
38,203,0.7845
38,865,0.73
38,27,0.7115
38,176,0.69875
38,742,0.693
39,1014,0.9975
39,1013,0.99625
39,439,0.9835
39,1015,0.98025
39,503,0.9785
39,1017,0.9685
39,1016,0.9625
39,201,0.9215
39,94,0.882
39,230,0.881
39,26,0.86925
39,236,0.83925
39,22,0.824
39,381,0.81275
39,415,0.8105
39,428,0.7895
39,1086,0.785
39,414,0.76925
39,830,0.76225
39,417,0.735
39,574,0.73
39,1071,0.71525
39,21,0.67225
39,603,0.67225
39,967,0.6715
40,107,0.9635
40,939,0.957
40,34,0.90825
40,121,0.71225
40,898,0.7045
41,912,0.9985
41,109,0.9825
41,5,0.97625
41,858,0.96575
41,759,0.8905
41,465,0.8885
41,350,0.875
41,21,0.84475
41,742,0.808
41,3,0.805
41,380,0.803
41,128,0.80225
41,747,0.78825
41,324,0.78025
41,606,0.767
41,51,0.75325
41,627,0.74175
41,508,0.73625
41,1008,0.7255
41,1037,0.70475
41,258,0.677
42,1084,0.9115
42,498,0.90525
42,268,0.9025
42,105,0.88875
42,167,0.8775
42,956,0.858
42,1085,0.83975
42,169,0.79725
42,424,0.79075
42,1080,0.78875
42,806,0.77575
42,1079,0.7575
42,742,0.70875
42,146,0.701
42,452,0.68125
43,774,0.98375
43,858,0.972
43,508,0.97175
43,350,0.9675
43,3,0.9635
43,259,0.93275
43,564,0.92825
43,608,0.9175
43,638,0.85125
43,509,0.851
43,851,0.76375
43,464,0.728
43,742,0.728
43,1065,0.727
43,469,0.704
43,121,0.70075
43,164,0.68825
43,314,0.67675
44,1075,1.0
44,112,0.99975
44,631,0.99775
44,1074,0.996
44,389,0.99225
44,1077,0.992
44,390,0.98575
44,245,0.973
44,94,0.968
44,19,0.96725
44,592,0.9485
44,707,0.94525
44,1076,0.92725
44,951,0.9125
44,447,0.857
44,255,0.8455
44,132,0.844
44,24,0.80725
44,415,0.777
44,406,0.77225
44,20,0.767
44,742,0.7355
44,920,0.7355
44,414,0.7005
44,98,0.69325
44,455,0.69175
44,299,0.6725
45,289,0.988
45,733,0.953
45,286,0.93725
45,141,0.91975
45,627,0.888
45,373,0.846
45,750,0.829
45,747,0.8045
45,911,0.799
45,742,0.79675
45,877,0.78675
45,682,0.7825
45,878,0.7785
45,269,0.7385
45,801,0.70625
45,468,0.675
46,1116,0.9925
46,201,0.892
46,613,0.854
46,28,0.85175
46,846,0.81375
46,107,0.77875
46,730,0.77125
46,614,0.75325
46,629,0.7345
46,864,0.7315
46,1102,0.70175
46,299,0.684
47,903,0.99675
47,300,0.98525
47,797,0.9825
47,806,0.978
47,285,0.976
47,536,0.9695
47,468,0.96875
47,994,0.96825
47,268,0.96575
47,558,0.9615
47,1050,0.96075
47,1025,0.959
47,1000,0.956
47,823,0.9495
47,472,0.944
47,1049,0.94275
47,465,0.94075
47,1085,0.9395
47,1051,0.93575
47,1084,0.9345
47,682,0.93175
47,683,0.92875
47,312,0.925
47,365,0.9235
47,477,0.9205
47,473,0.91575
47,824,0.9145
47,972,0.911
47,267,0.9045
47,553,0.902
47,999,0.894
47,1020,0.893
47,634,0.89175
47,169,0.8895
47,751,0.88325
47,742,0.8735
47,458,0.87
47,981,0.87
47,86,0.85975
47,1089,0.855
47,689,0.84875
47,319,0.842
47,220,0.841
47,554,0.839
47,192,0.83225
47,547,0.83075
47,712,0.8285
47,789,0.82275
47,323,0.82125
47,366,0.819
47,1070,0.8125
47,469,0.81075
47,882,0.799
47,739,0.79625
47,446,0.794
47,168,0.78875
47,242,0.787
47,240,0.7845
47,711,0.777
47,212,0.773
47,258,0.76975
47,1072,0.764
47,282,0.7525
47,50,0.74575
47,1090,0.74575
47,452,0.74425
47,143,0.744
47,99,0.74025
47,195,0.74025
47,445,0.738
47,787,0.73325
47,1024,0.73325
47,351,0.72625
47,619,0.724
47,364,0.71525
47,733,0.71475
47,750,0.70975
47,795,0.7045
47,1104,0.70275
47,646,0.70025
47,700,0.6985
47,982,0.6975
47,1008,0.693
47,302,0.69175
47,936,0.69075
47,627,0.69
47,910,0.677
48,310,0.995
48,64,0.9885
48,693,0.98225
48,543,0.97575
48,186,0.94675
48,1007,0.923
48,309,0.9205
48,62,0.8945
48,589,0.88025
48,971,0.85625
48,63,0.85025
48,371,0.80775
48,967,0.791
48,686,0.7735
48,614,0.772
48,863,0.75975
48,374,0.74875
48,742,0.7215
48,244,0.6835
49,599,0.9715
49,614,0.951
49,613,0.8995
49,731,0.89475
49,122,0.882
49,1116,0.8815
49,771,0.87175
49,360,0.86275
49,911,0.8605
49,846,0.83875
49,440,0.7825
49,864,0.78175
49,557,0.69475
49,733,0.68425
50,758,0.99875
50,994,0.99675
50,789,0.99575
50,1051,0.99275
50,1050,0.99025
50,468,0.9885
50,536,0.98825
50,365,0.9865
50,465,0.984
50,268,0.97925
50,242,0.978
50,972,0.97775
50,1049,0.97075
50,240,0.966
50,243,0.962
50,498,0.95625
50,634,0.951
50,192,0.945
50,999,0.9445
50,760,0.9415
50,248,0.9375
50,1045,0.934
50,797,0.91975
50,1025,0.91925
50,761,0.91875
50,469,0.918
50,446,0.91475
50,220,0.907
50,741,0.90675
50,181,0.9055
50,742,0.90025
50,689,0.89675
50,354,0.8825
50,750,0.86925
50,691,0.86525
50,554,0.86125
50,981,0.85825
50,382,0.8565
50,712,0.8545
50,746,0.85375
50,806,0.8535
50,652,0.853
50,215,0.85025
50,1084,0.84275
50,324,0.8415
50,452,0.83875
50,1072,0.83875
50,251,0.8375
50,627,0.837
50,787,0.836
50,285,0.8295
50,351,0.82825
50,302,0.82725
50,756,0.82725
50,1000,0.82175
50,258,0.8185
50,971,0.81825
50,700,0.81775
50,551,0.81575
50,445,0.8135
50,467,0.81025
50,464,0.80975
50,364,0.80925
50,743,0.796
50,747,0.7915
50,745,0.7895
50,992,0.7875
50,1008,0.78225
50,403,0.779
50,830,0.77625
50,1020,0.7755
50,714,0.7745
50,250,0.77175
50,504,0.76625
50,275,0.7655
50,366,0.76325
50,550,0.763
50,247,0.757
50,67,0.7515
50,1091,0.74425
50,823,0.7405
50,646,0.733
50,472,0.72675
50,715,0.72625
50,99,0.7255
50,19,0.72525
50,558,0.725
50,780,0.72425
50,936,0.7215
50,50,0.7155
50,553,0.7145
50,323,0.714
50,682,0.71325
50,212,0.71275
50,423,0.71175
50,683,0.7105
50,1104,0.7085
50,1085,0.70625
50,1114,0.6995
50,897,0.699
50,355,0.695
50,532,0.68925
50,398,0.68675
50,255,0.683
50,269,0.6755
50,424,0.6705
52,27,0.978
52,759,0.9685
52,747,0.93525
52,746,0.8025
52,745,0.77925
52,465,0.761
52,742,0.76075
52,801,0.71225
52,819,0.71025
52,704,0.69875
52,750,0.69325
52,691,0.67575
52,133,0.6715
53,805,0.727
53,270,0.6755
53,437,0.67
54,959,0.96225
54,588,0.93125
54,400,0.8865
54,1053,0.842
54,935,0.78625
54,204,0.75875
54,589,0.712
54,742,0.68375
54,309,0.68
55,687,0.94325
55,923,0.9355
55,452,0.80475
55,846,0.7695
55,862,0.74825
55,376,0.725
55,742,0.69225
55,25,0.68475
55,328,0.67775
56,588,0.9675
56,742,0.78825
57,335,0.9815
57,858,0.9605
57,735,0.92
57,513,0.87975
57,323,0.83275
57,374,0.736
57,742,0.67775
57,923,0.677
58,122,0.962
58,121,0.95725
58,640,0.92725
58,614,0.91475
58,883,0.86375
58,790,0.85925
58,759,0.85475
58,864,0.84475
58,1035,0.83925
58,212,0.83875
58,412,0.82175
58,138,0.8085
58,646,0.8065
58,601,0.7655
58,846,0.753
58,791,0.752
58,1062,0.751
58,402,0.739
58,120,0.73875
58,900,0.71175
58,863,0.711
58,30,0.70725
58,613,0.69775
58,162,0.692
58,747,0.69125
58,742,0.6795
58,845,0.6755
59,270,0.8585
59,351,0.83475
59,511,0.774
59,742,0.76475
59,443,0.74575
59,192,0.73675
59,753,0.724
59,640,0.701
59,625,0.6935
59,1092,0.6725
60,543,0.99
60,113,0.98625
60,623,0.97125
60,107,0.94175
60,22,0.91375
60,204,0.8775
60,203,0.87475
60,154,0.817
60,378,0.789
60,377,0.73775
60,374,0.73425
60,742,0.72775
60,153,0.7205
60,588,0.70775
60,21,0.706
60,152,0.70425
61,1082,0.9995
61,1083,0.99475
61,850,0.95375
61,1070,0.93525
61,585,0.77025
61,838,0.755
61,682,0.74125
61,797,0.672
61,169,0.67175
62,684,0.98975
62,646,0.94175
62,1010,0.9225
62,687,0.90125
62,217,0.872
62,900,0.86925
62,548,0.8625
62,388,0.85725
62,503,0.84925
62,549,0.82075
62,79,0.8005
62,449,0.79725
62,862,0.79625
62,387,0.77925
62,299,0.7755
62,1035,0.77175
62,875,0.752
62,777,0.69825
63,958,0.99625
63,770,0.99225
63,416,0.96675
63,230,0.95725
63,455,0.94575
63,417,0.932
63,418,0.92525
63,505,0.92375
63,920,0.8795
63,980,0.87075
63,1071,0.817
63,978,0.799
63,879,0.778
63,529,0.7725
63,528,0.72125
63,272,0.71475
63,967,0.698
63,877,0.69575
63,333,0.6925
63,167,0.68075
64,865,0.8205
64,602,0.757
64,876,0.714
64,742,0.70675
64,464,0.702
65,978,0.974
65,980,0.9715
65,455,0.9615
65,333,0.94225
65,332,0.9345
65,230,0.9275
65,533,0.9095
65,920,0.8965
65,416,0.85875
65,979,0.81075
65,933,0.74975
65,1071,0.7115
65,417,0.706
65,505,0.697
65,742,0.68325
66,1087,0.934
66,521,0.88775
66,951,0.87125
66,97,0.86975
66,100,0.85375
66,742,0.83675
66,887,0.824
66,890,0.8225
66,902,0.80575
66,349,0.8005
66,420,0.798
66,1012,0.793
66,442,0.79125
66,264,0.77725
66,555,0.765
66,886,0.75725
66,96,0.7145
66,933,0.69975
66,901,0.69425
66,594,0.69325
66,807,0.6895
67,235,0.82825
67,516,0.77275
67,601,0.75375
67,326,0.7115
67,646,0.6775
68,599,0.915
68,28,0.84375
68,196,0.82125
68,948,0.8075
68,911,0.79625
68,727,0.7835
68,907,0.76025
68,846,0.734
68,379,0.732
68,728,0.72725
68,1116,0.679
69,1103,0.97975
69,230,0.9765
69,417,0.9635
69,628,0.95825
69,207,0.93225
69,1071,0.87975
69,505,0.87375
69,416,0.8205
69,418,0.809
69,742,0.76675
69,529,0.738
69,968,0.7355
69,275,0.725
69,452,0.68975
70,956,0.99725
70,1069,0.99425
70,1067,0.98575
70,146,0.9845
70,275,0.973
70,1084,0.96975
70,463,0.96175
70,1085,0.9405
70,522,0.93725
70,458,0.93625
70,1009,0.93575
70,981,0.929
70,276,0.92125
70,19,0.91525
70,167,0.91275
70,456,0.9105
70,255,0.88525
70,452,0.85825
70,169,0.85625
70,145,0.84025
70,289,0.83725
70,730,0.828
70,975,0.825
70,742,0.82
70,415,0.819
70,403,0.804
70,910,0.786
70,424,0.78475
70,474,0.78
70,302,0.7725
70,982,0.769
70,825,0.767
70,789,0.764
70,382,0.758
70,355,0.75725
70,20,0.7555
70,710,0.75225
70,510,0.75075
70,932,0.73525
70,525,0.72425
70,365,0.724
70,725,0.7195
70,467,0.7135
70,469,0.71025
70,1070,0.69975
70,268,0.69
70,464,0.68025
70,1089,0.675
71,19,0.9075
71,447,0.863
71,100,0.82725
71,20,0.75225
71,195,0.71775
72,227,0.96075
72,303,0.9145
72,302,0.89025
72,270,0.87825
72,1008,0.87
72,925,0.8375
72,846,0.8135
72,550,0.80575
72,1114,0.78425
72,830,0.77175
72,328,0.734
72,717,0.683
72,742,0.67725
73,22,0.97125
73,1121,0.95675
73,122,0.8815
73,581,0.86925
73,971,0.8585
73,405,0.853
73,107,0.83275
73,580,0.813
73,1126,0.7915
73,21,0.76875
73,972,0.7645
73,434,0.74725
73,697,0.728
73,299,0.72725
73,128,0.7165
73,324,0.71625
73,742,0.70625
73,113,0.697
73,634,0.6805
74,864,0.9885
74,614,0.9865
74,201,0.9835
74,865,0.97875
74,863,0.9735
74,490,0.84825
74,1003,0.8185
74,388,0.75625
74,299,0.73975
74,875,0.72825
74,846,0.69875
75,172,0.934
75,74,0.80825
75,203,0.734
76,887,0.99425
76,890,0.992
76,420,0.98875
76,861,0.986
76,886,0.978
76,280,0.97725
76,889,0.9595
76,860,0.95925
76,803,0.90925
76,778,0.90425
76,802,0.89325
76,60,0.89075
76,1012,0.8845
76,951,0.87
76,419,0.82025
76,552,0.806
76,742,0.779
76,971,0.751
76,396,0.7345
76,221,0.73375
76,43,0.72875
76,46,0.7165
76,1101,0.71625
76,77,0.7085
76,59,0.687
77,684,0.979
77,687,0.8935
77,315,0.773
77,78,0.721
77,742,0.68925
77,1073,0.68475
77,79,0.67675
78,1070,0.86675
78,844,0.8635
78,478,0.83475
78,292,0.732
78,742,0.697
78,850,0.684
78,733,0.6755
78,366,0.67
79,622,0.97075
79,1031,0.93925
79,1025,0.873
79,682,0.72875
79,1051,0.70375
79,1020,0.6865
80,204,0.9785
80,559,0.89925
80,203,0.88475
80,661,0.83675
80,270,0.7635
80,867,0.7275
